id,name,user_id,screen_name,follow_count,follower_count,profile_image_url,follow_flg,follower_flg,url,college,description
,"ひぐち",750928881574617088,12_C3m02,167,154,,1,0,,"大妻","佐倉東*調理科*↪︎春から大妻(絵)＊.食物栄養専攻(絵).＊ うちの犬は可愛い。可愛いぞ。ポメラニアンだぞ。太ってるんだぞ。"
,"み。",792750273999478785,__hii77,119,205,,1,0,,"フェリス","都内女子校⇨Ferris 文コミュ(絵)(絵) #春からフェリス 気軽にフォローお願いします♡"
,"たきかわちひろ✌︎(絵)(絵)",811381009300135937,owuchihiro,116,198,,1,0,,"大妻","春から大妻 文学部日本文学科 日文A 無言フォローごめんなさい(絵) @chihiro6629 ☺︎左☺︎ baseball⚾︎fighters"
,saki,815235099742511105,mtsk__1126,385,414,,1,0,,"大妻","(18) | (絵)(絵) | 大妻▷食専1A(絵)(絵)"
,"奈緒美",248000775,na_honey0511,323,487,,1,0,,"大妻","欅坂46✩本高✩ ☺︎ (絵)owu短食栄"
,"おだ まゆか",840433038383230977,myc_jj,103,218,,1,0,,"実践","春から実践女子大学☁️(絵) / 心理 /"
,"小林世佳",4451678474,seika_pearl024,8,66,,1,0,,"大妻","大学垢//春から大妻女子大学生 ▷▷人間関係学部/社会・臨床心理学科(多摩キャンパス)あまり使いません☺︎"
,"kotono❤︎",845150981906083841,hrom0615,119,172,,1,0,,"跡見","atmマネマネ(絵)(絵) とぷ左☜ 【大学垢】無言フォロー失礼します(絵)(絵)"
,"みゆ",4485067039,pyonO2913,44,152,,1,0,,"大妻","春から大妻女子大学 多摩キャンパス EG こまつ７"
,"ひ ろ か",841940345587937280,daisyiii_0109,193,261,,1,0,https://t.co/elo5Djwdba,"大妻","延高▷(絵)大妻 被服(絵)(絵) #春からOWU /fashion/disney/dance/さば(絵)twins"
,"大黒 由貴",371267909,shirubakuransu,608,682,,1,0,https://t.co/iAZ5mrUEET,"清泉","Anecan専属読者モデルAneLADY100 4期生メンバー/ミス清泉コンテスト2012 準グランプリ/ミスユニバース神奈川大会2014ファイナリスト"
,Emiko,967899464,hdm0726,136,129,,1,0,,"大妻","青翠☞大妻・被服(4)❇fashion ❇TGC❇"
,"茉衣",3016014157,mai42246815,208,322,,1,0,,"大妻","春から大妻(絵)(絵) 人間関係 大学垢 大学、学科同じの人フォローしてください〜！！(絵)(絵)‍♀️❤️"
,"ちゃんゆう",824532812187332608,y_____xxxo0,66,193,,1,0,,"大妻","next▶大妻短家専1B。【トプ←】"
,"KAZUE（兼  都）",3503716699,applelove14761,260,219,,1,0,https://t.co/ecAbVYX95s,"実践","春から実践女子英(。・ｘ・)ゞ♪

bloveで都として小説「ここにいるよ。」「ロング  ウェイ  ラブ」を書いています。

無言フォロー失礼します❕
お別れはブロックで。


おそ松さんにはまり中ー

WILLすきー♪(///∇///)

別垢つくりました。
※たぶん腐のことばっか書く可能性大"
,"真純",4808698213,Masu_minmi_s7,148,140,,1,0,,"実践","＊Next→実践女子大 大学垢つくりました(*´ω｀*) 同じ大学、学部の人フォローお願いします♪ 無言フォローすみません(つω-｀)"
,"かしむら",4388723053,pinokio_42,41,106,,1,0,,"実践","春から実践女子大 人社     
                                                                 よかったらこっちにフォローしてください→@pinokio_2"
,"Nao✩",829981322999271424,kn16_or,55,155,,1,0,,"大妻","☆大学垢☆
春からowu(多摩キャンパス)
社会学専攻Aクラスです(絵)
同じ学部学科の人、気軽にフォローしてください
よろしくお願いします(´˘`＊)"
,"さほすけ",705297352832069632,saho_rou,98,110,,1,0,,"跡見","跡見/観光デザイン学科/千葉/吹部/バスクラ/長女/ハリー・ポッター/明光義塾生/無言フォロー失礼しますm(__)m/大学垢/よろしくお願いします！/フォロー喜びます"
,demi,825557222709014528,hdm1307,83,159,,1,0,,"大妻","...next＞＞owu...家政学部ライフデザイン(絵)️‍(絵)"
,"りさ",705629107111866368,leolbbmg5,27,66,,1,0,,"実践","実践女子大/食管B　曲を聴くこと/猫/夜空を見ることが好き　礼法研究部/常盤祭実行委員"
,"りつ",714307745738928128,ritsu_88,20,66,,1,0,https://t.co/rJ2sRZuZ9s,"実践","実践女子食食/♡L'Arc-en-Ciel、TETSUYA、VAMPS、BULL ZEICHEN88、T.M.Revolution、SIAM SHADE、IKUO、その他アニメや劇団四季など"
,"ゆりな",748895951062904832,plVV2XBVWxZRqbJ,83,98,,1,0,,"実践","秋田出身　実践女子大学１年
モデルやりたい。/ CAFE / SPORT
色んなパーティ開いてる
アパレル店員"
,"加那",833983864083132418,Kanaaaaa_0607,68,115,,1,0,,"実践","春から➟JJ(実践女子)文学部国文学科 なんかD組らしい。花の(笑)女子大生なります！ アニメとか声優さんとかボカロとかいろいろ好きです！ 無言フォローごめんなさい(絵)おんなじキャンパスの人仲良くしてください(絵)(絵)"
,"あやの",830048452394364930,owu_Ayano0208,73,141,,1,0,,"大妻","《大学垢》春からowu短大 食物栄養学科1B   大学、学部問わずフォローお願いします！"
,"ひかり(Sluiceway)",762224243086012417,asaharahikari,304,285,,1,0,,"フェリス","フェリス 春から三年生(絵)
sluiceway(横国×フェリス)副会長  @sluiceway_32"
,"かなえ",830969150042288130,__white_yu,79,108,,1,0,,"大妻","春からowu社臨1A/しらいゆうすけ/アイドル/お笑い/ポムポムプリン"
,"未来◡̈♥︎",2496670100,yuzuneko1017,103,112,,1,0,,"実践","実践女子。食健。猫。ゆづ。こなん。ゆの。"
,"ななか☺︎",2937973140,naanaakaa1164,534,667,,1,0,https://t.co/BjuU24KDoF,"大妻","大妻_比文1D_韓国好きだけど英語できんからドイツ語なんです(絵)"
,"よしえ",834324424136404996,mskyooo,60,147,,1,0,https://t.co/MwvyDhhRia,"大妻","大学垢｜#春から大妻｜#春からOWU｜人間関係/人間福祉｜本垢フォローお願いします→@yoooxoxo_"
,"初音",707112890575114240,hatsune_mg4,47,92,,1,0,,"実践","大学垢です。実践女子大学/人間社会学部！Rejet/MARGINAL#4/帝國スタア/ニル・アドミラリの天秤/ディアヴォーカリストなどなど"
,ayaka.k,3064852891,AyRedgl,6,57,,1,0,,"実践","春から→実践女子大学 人間社会学部 ♡→映画 ゲーム 読書 料理 洋楽大好きです( *｀ω´) フォロー気軽にお願いします！大学生用アカウントです！"
,Reina,816262652892565504,disney_ars07,101,236,,1,0,,"家政","家政学部 | 児童学科 | 児専"
,n,806803845896491008,nonchii27,137,279,,1,0,,"大妻","春から大妻 社環 / ㊨"
,"あんどう れいな",2304946609,r___petit,379,486,,1,0,https://t.co/RWuumnhHfJ,"大妻","大妻短国1A 手越祐也とピンクとジブリがすきです"
,"丸山 菜子",2864132532,pooh0513xoxo1,270,284,,1,0,,"実践","4月から実践女子大学"
,"ゆうな",813923230142504960,yuna11_14,214,280,,1,0,,"跡見","kawaguchi ｜next⇒atm臨床心理 大学垢｜"
,"rino yamamoto",2988483006,TayLike_,118,195,,1,0,https://t.co/mHJhbHKbMl,"大妻","大学アカウント 大妻女子 比較文化B 中国☞洋楽 スポーツやる方好きです あとアボカド(絵)"
,"ささぱんだ",2378006977,hqft_storm,209,148,,1,0,,"実践","ぶんじKCC46th→実践女子食管/ 嵐 /アニメ、ゲームも好む。"
,shoko,2429045209,apple_irh,25,63,,1,0,,"清泉","今春から清泉地民　今更ながら大学用のｱｶ作ってみた！無言フォロー常習犯ですごめんなさい　くらげ/東京事変/椎名林檎/料理/甘いもの/マンガ"
,ayane,846616974142558208,_fairytink_,196,297,,1,0,https://t.co/HgX9jsBmDN,"フェリス","フェリス 日文(絵)大学垢から本垢に移行します〜"
,"りさ",3843477979,zuccalisa317,34,58,,1,0,,"大妻","沖縄→東京(絵)(絵)(絵) 春からowu(人間関係/人間福祉) 無言フォロー(絵)"
,"さとうゆうか",839713431854862336,yukkat_tun,58,65,,1,0,,"実践","福島東35期／実践女子大 英文／hyphen"
,"おおはし　かほ",4604791279,ka_ho36,24,99,,1,0,,"実践","春から大学1年*✩ 実践人社◡̈♥︎ 仲良くしてください◡̈⃝⋆*"
,"吉村凪沙",3480127992,noeru_quinn,286,383,,1,0,https://t.co/gRtttjPCwF,"フェリス","18years(絵)(絵)(絵)(絵)(絵)(絵) つくば ⇢フェリス EXfamily(絵)REO"
,"佐藤 里咲",2892853752,1d2418,368,386,,1,0,https://t.co/bp82El2N3u,"共立","常総学院 31 Baseball MG→共立女子.文芸.FLAVA/(絵)(絵)(絵)(絵)(絵)(絵)__________YG ☞【@risa_iKON10_22 】___________________BTS☞【@bts_0612_97line】"
,"コイケ屋",3043254780,clock486,229,283,,1,0,,"清泉","昭和小→目白研心中高→清泉女子大学/日文/放送研究会/合宿/SBS41期  知り合いの人はフォローよろしくお願いします(*'▽'*)"
,"くるみ",822994931698405376,kurukina1216,105,230,,1,0,,"大妻","春から大妻/^^\社会情報学部 社会生活専攻 A  *^Chiba * *^ジャニーズ *(絵)無言フォロー失礼します(絵)‍♀️"
,"すーちゃん",819790975400689664,conaaayukiiinee,121,38,,1,0,,"大妻","♡２０歳
♡大妻女子大学　ＯＷＵ
♡心理学専攻
♡ゆるふわ系目指してます
♡ペットはピンポンパール
♡レミオロメン大好き
♡土屋太鳳似？
♡初心者
超・お友達募集中です！(絵)"
,"さいたあやの*Ü*",818748493493780480,saya12_a,35,107,,1,0,,"大妻","春から大妻女子大学(絵)右です(絵)(絵)Bクラスです☺️☺️"
,"さとうあすか",822110505317777408,asuka__1023,742,490,,1,0,,"フェリス","Ferris univ  |  国際交流  |  大学用アカ  |  西野カナ♡ | #春からフェリス"
,"megu☆",822259464040431616,feris_megu,42,106,,1,0,,"フェリス","next→フェリス女学院/大学垢"
,"あかこむ",823508635867168769,akadcco,68,104,,1,0,,"大妻","4月から大妻女子大生になります(^^)専用垢です 家政学部ライフデザイン学科です#春から大妻#OWU"
,"か な",817251194150076417,tiiink106,127,231,,1,0,https://t.co/1ImCc1e8Ec,"実践","大学垢❥❥春から実践女子 幼保 ⍤⃝♡"
,"はな",813635583117443072,btsnene_v,99,166,,1,0,,"大妻","大妻(絵)"
,"えりか",812938456154324993,4_stndrd,135,240,,1,0,,"大妻","大妻 英文1A スペ語 / 邦・洋ロック / 大学用(絵)"
,"彩松",801696638695718913,25aya50,156,203,,1,0,https://t.co/zQwXyryuCy,"聖徳","'98(18)◇取手聖徳◇OWU日文B◇"
,"きょーか",2978226696,itiyu_rm,63,131,,1,0,,"実践","❀実践女子国文2-Ｅ❀ かるた✿裕太くん✿羅夢ちゃん♡ LL♡刀ミュ♡テニプリ♡あんまりTwitter開かないから何かあったらDMくださいっ"
,"かほ",712116913246052352,jesse_babutan,82,152,,1,0,,"実践","実践女子

音楽と映画"
,"実践女子大学 渋谷キャンパス常磐祭",4897679892,shibuya_tokiwa,145,324,,1,0,,"実践","実践女子大学渋谷キャンパス常磐祭実行委員会のアカウントです☺️❤️ 10月14日(土)/ 10月15日(日)「Clover〜""しあわせ""を見つけに」"
,"なかみ",2304817686,r_m_n7030,453,588,,1,0,https://t.co/9zPCguJU5f,"実践","jwu  東大歌劇団/早稲田クラ弦  Vn"
,"杉山 佳子",2744375862,yocchon_91011,494,495,,1,0,https://t.co/FWnKGRSpeT,"実践","市立沼津/実践女子
(絵)(絵)(絵)(絵)(絵)"
,"ほそや れいな",4853559863,_Rin0813,427,524,,1,0,https://t.co/QXAmG6uvPE,"大妻","shohei ▷owu 比文 1B"
,"大原子ども会",541276741,oharakodomokai,549,407,,1,0,,"大妻","首都大学東京と大妻女子大学が一緒に活動しているインカレサークルです。小学生と毎週土曜日に南大沢にある公園で遊んでいます！1年を通してたくさんのイベントを行っています。※子供の写真はSNSにのせれません"
,"たるこ",1592971855,taaaaaruko,605,655,,1,0,,"大妻","二松 / 大妻 児専 ❤︎ 市原隼人 ❤︎ Aqua Timez ❤︎ Block B (絵)"
,"ともよ",3109751376,___arsca2,53,140,,1,0,,"実践","JG / 実践女子 人間社会 I組"
,"えり大学垢",700944996531249152,4Wh4wjJ7loB8pkP,85,211,,1,0,https://t.co/Nk1UB0gK3r,"大妻","春から大妻女子大学人間関係学部行きます\( ¨̮ )/ 本垢移動←"
,nao,816880314366631936,tksk_owu,193,327,,1,0,,"大妻","owu短家1a/☜/ Likes:makingsweets、Badminton、kj∞、etc ((本垢→@tsno4173))⚠️鍵垢＆無言フォローごめんなさい(絵)"
,"まりか",786483234360074240,84mapika,788,896,,1,0,,"大妻","https://t.co/mjypJFkkTl 大妻ライフデザインA(絵)(絵)"
,"はる",810507460184186880,ha__0002,85,223,,1,0,,"大妻","【大学垢】 (絵)春からowu 家政専攻(絵) 同じ大学、学部の人フォローお願いします！！！ 無言フォロー失礼します(絵)(絵)(絵)【本垢】@ican_bt トプ画左。人見知り。"
,ayane,820861420875096064,ayaaa_11moco5,93,219,,1,0,,"大妻","next→owu(絵)/ 埼玉 / AAA / basketball / 本垢→@moco__ayn77"
,"なのか",4362363493,1123_nano,124,310,,1,0,,"大妻","owu情デ2B/アニメ・ニコ動/リコシャ/人見知りだけど仲良くしてください!!"
,aika,1860612710,_aaican,658,864,,1,0,https://t.co/Ex9BoGjeZk,"大妻","y / owu"
,"しもだ ちかこ",2949509742,chi_ko0507,516,724,,1,0,https://t.co/VcIAWRZCfh,"大妻","✩ISB 3B✩ ▷ ▷ next owu コミュ文"
,"からあげウーマンパイセン",2401301119,tomoka__1125,328,373,,1,0,https://t.co/QIaHr0Zm7O,"実践","実践女子大学/WEO perc/ひとは見た目より中身だよ！！！！"
,"かおりん",797336117724860416,ksr356sg170,114,112,,1,0,https://t.co/dloStXKE5A,"大妻","春からowu/社情/情デ1B 女子校6年目( →_→) 背と声が小さいマン"
,"美 希",830628647312642048,86__miki,75,114,,1,0,,"大妻","右✌︎ 大妻女子大 / 家政 ライフ B / LDH( 3JB GENE ) / cas ☺︎︎ フォロー気軽にどうぞ( ¨̮ )"
,"かんだあゆか",836117899613917184,can_ay278,89,90,,1,0,,"大妻","新潟中央ダンス→owu英文1B"
,"りお。",833311331335884800,riii____12,152,265,,1,0,,"フェリス","(絵)フェリス女学院 (絵)国際交流 (絵)#春からフェリス →→無言フォロー失礼します(._.)♡ ⚠︎トプ左です"
,chihiro,703562308920823808,yc__98,225,282,,1,0,https://t.co/l5wQGoeGUv,"大妻","kawataka ⇨ owu 短ビジ"
,"うわいりさ",777834218042773505,ripiripi13,262,321,,1,0,https://t.co/NRJGPiybFm,"大妻","常総卒業(絵)走ってました(絵)(絵)‍♀️大妻*食物B(絵)"
,YUKI,845444591583055873,yuki073014,259,370,,1,0,https://t.co/P5Jhub73ug,"フェリス","大学垢(絵)フェリス英文1年 学部問わずフォローしていただけると嬉しいです♡"
,"レオナルド２世",701687499014295552,q6zaZEiNE1wmHHQ,101,137,,1,0,,"実践","実践女子　＊柏葉会66th-sop　　　　　　　　　　　　　　　　　　　　　　　　　　Undertaleいいよね"
,"ミナポチこ(絵)",722808153897717762,po_chi_co_,328,617,,1,0,https://t.co/VBrwn5U6Iz,"フェリス","フェリス女学院の演奏学科♩ポチ子って呼んでねふふふ"
,"*＊yuka＊*",704654617880055809,yuka_311018,1,41,,1,0,,"実践","春から実践女子/食管/《大学垢》"
,hina,1290896016,__pipipi_30,461,685,,1,0,https://t.co/9njHqVooBd,"大妻",owu
,Wakana,832213511010865154,wakaana423,189,206,,1,0,,"昭和女","春からswu環デ/デザインプロデュース希望    無言フォロー失礼します(絵)  (絵)→嵐 ジャニーズ 田中圭 窪田正孝"
,"のぞみ",2550184604,food090705,316,280,,1,0,,"大妻","owu 社臨A) ジャニーズ好きです 最近はダッフィー E-girlsにはまってます！ 主にこのアカウントに出没します。"
,"こばやし ちひろ",844027001191067648,kobapeeeya,103,132,,1,0,,"大妻","大学垢 | #春から大妻 人関 社臨1B | トプ左 | ほるん"
,"笑",838621824330035200,wara_owc0609,28,94,,1,0,,"大妻","春から大妻/情報デザ/チキン野郎/ゲーム/米津玄師/歌い手/無言フォロフォロバごめんなさい/死ぬほどディズニー"
,"あいか♥︎⍤⃝",2965788673,mi__er__0708,586,694,,1,0,https://t.co/daVJMwIlBL,"清泉","春から女子校4年目 清泉女子 スペ文(絵)(絵) 英/独/西/仏 できるようになりたい(絵) #春から清泉 無言フォローすみません(絵) ドイツ語勉強中(絵)(絵)(絵)(絵) ‖ 白鵬女子高⇨清泉女子大"
,"あやの",4693961420,ayano_ppi,159,172,,1,0,,"清泉","鹿児島/坂元台→坂元→鹿純心 選抜英語卒 春から清泉女子大 英語英文学科です like⇒嵐、ロリータ、ジブリ、スポーツ(バド、バレー、野球...etc)演劇、神木隆之介さんアニメ、漫画、声優さん 最近、TWICEにもハマってます！"
,"まいちょび",1117893349,maityobisuke,301,384,,1,0,,"大妻","若宮中→川越南→大妻 社情 生活専攻 Mirage37th ひらーじゅ よろしくです٩(●˙▿˙●)۶"
,"りかこ",2573843173,2160Rinrin,130,171,,1,0,,"清泉","清泉ちみん、  kiwi27th、hippoりん@総武、 ろしあ"
,Rina*,2183908082,rn_0429,742,968,,1,0,https://t.co/m92eGGl91h,"大妻","星高▷owu ﾗｲﾌﾃﾞｻﾞｲﾝ 2B / 法政大学交響楽団 ﾋﾞｵﾗ / ♥ : SEKAI NO OWARI 米津玄師 指原莉乃"
,"はらわかば",2390541049,wakaba041510101,487,470,,1,0,,"大妻","猪高幼稚園▶豊が丘小▶百道小(百道リトルジュエルズ)▶百道中▶東深沢中▶HG保育コース▶︎春から大妻女子大学 児童教育｜バスケ｜お笑い | ハロプロ |"
,"Arisa✿大学垢",819180811568058368,ARI_univer,57,133,,1,0,,"大妻","#春から大妻 /人間関係社臨A/お絵描きしたりアニメ見たり愛猫愛でたり/人見知りチキン/無言フォロー歓迎"
,"りかぴ",704277661082738688,rr__1008,196,291,,1,0,,"実践","実践女子/管理 鼻フェチ"
,Masaru,710127814020718592,masaru7761,152,146,,1,0,,"相模","東海大高輪キャンパスの経営システム工学科 楽天イーグルスファン 乃木坂46、Mr.children 同じ学部、知り合いの方々フォローをお願いします。東海大相模卒 高ヶ坂小卒"
,"とどろきゆい",828587440231178240,arartru07,62,103,,1,0,,"大妻","大妻短期 家政専攻  加賀寮(絵)                                                                                                                 ▶▶  @tru0707"
,"り な  \ ☻ /",826350500677246976,reas0nr,48,46,,1,0,,"実践","実践女子大生になれました◎ ↔ 生/食/管＊Ａクラス 無言フォロー失礼します(絵)(絵)"
,"とも@1936",833671710540914688,f2xQO34qaSGUdc4,193,265,,1,0,,"フェリス","大学垢☻☻☻ferris英語英米文❤︎ (絵)#春からフェリス"
,"りか",830582391865434113,rika___0506,292,381,,1,0,,"白百合","#春から白百合女子 発達心理 / SZ♡"
,"竹林茉里子",827394338426544129,Pink_Caramel_xx,319,358,,1,0,https://t.co/Xbd3ZMIgHc,"昭和女","大網中 ☞ 千葉西高校3年B組♥︎︎∗︎*ﾟ ☞ #春から昭和女子 環デ 1年C組✧︎*｡"
,"S.Hinako(絵)",836095502038884353,venus15077,107,185,,1,0,,"清泉","清泉女子大学文化史1年(絵)大学用 
***
SHINee/韓国/Disney/ミュージカル/ヨーロッパ"
,"おぞねゆうな",2381910788,aryzchea,438,559,,1,0,https://t.co/092d1U9yW5,"大妻","Narashino4▷Tsudanuma▷owu 社臨1A ▶︎▶︎Arashi.Flower.alice◀︎◀︎"
,saori,830794838383550465,0924_saori,68,127,,1,0,,"大妻","大妻女子大学社会情報学部情報デザイン専攻 1－A 好きなもの→アニメ、米津玄師さん、RADWIMPSなど よろしくお願いします(^ ^) 無言フォロー失礼します(絵)"
,"ひなの",830370706751774724,hinanoor716,203,224,,1,0,,"フェリス","学芸58期 ▷▷ フェリス 英語英文"
,"Riri☆",1399178017,ririko_1014,221,262,,1,0,,"昭和女","荒小・JF・某D高卒業/#春からswu 初等教育 1A/【♡ARASICK♡】Yellow Prince♡/『声優』ガチ勢/踊り手♡まなこ/Goose house♡/brass band Tb担"
,"はるひ",4661189418,haruhi110911061,111,231,,1,0,,"家政","【 大学垢】春からOWU 家政学部 児童学科 児童学専攻▷▷ともだちになってね＼♡／"
,"グリーン✨",845303907593011200,Xy0sK,115,68,,1,0,,"大妻","春から大妻♪/LJK／カフェ☕️/"
,"OWU インターネット研究会",846342290020810752,netoken_,13,7,,1,0,,"大妻","こんにちは、大妻女子大学 インターネット研究会です！多摩校で主に活動しています。 略してねとけん！です。こちらのアカウントでは主にお知らせをしています。 連絡はメールかDMで(絵)→netken.game@gmail.com"
,"わたなべ たえ",3320945466,uni__t,29,60,,1,0,,"実践","《大学垢》 春から実践女子大学 健康栄養専攻 です(絵) 無言フォローごめんなさい！ 気軽にフォローしてください！"
,"ちあき",3025095486,chakicha___13,541,777,,1,0,https://t.co/2iSGtJmdj7,"実践","獨玉→実践"
,"さや",4395416390,saaaya_819,101,218,,1,0,,"大妻","大学垢/春から大妻"
,"あきみ〜",823346630954844160,loumii_811,208,332,,1,0,https://t.co/NO8joWsAa9,"大妻","初の試み大学アカウントとゆうものをつくってみました！owu(絵)英文 本垢の方がメインです→(絵)@minko811(絵) hey guys.my teenager life－18y/o '98s ⚐CHEER⚐ 1D│LDH│登坂広臣｜５H｜TAYLOR | SELENA | LM｜WE ARE REDS⚽"
,"VORTEX 2017",1073724247,vortex_info2017,795,487,,1,0,,"フェリス","横国×フェリスのインカレサッカーサークルVORTEXです！ わからないことがあったら気軽にリプライ、ダイレクトメールしてください！@VORTEX_info_にアカウント移行しました！"
,"ねねちゃん",2567091032,creamynenechan2,483,530,,1,0,,"東京女","聖霊 62nd ☞東京女子大学 言語科学 /AIESEC TO/https://t.co/BonJ8dkDWy"
,Nana,2375310170,winnerbibi,271,398,,1,0,https://t.co/SLAnzJo5SW,"大妻","#大妻 #OWU #大比C(絵)(絵)(絵)(絵)(絵)(絵)#大学垢"
,"SAKI♡",2318605164,Sakiii030726,296,361,,1,0,,"大妻","owu英文A(絵)(絵)(絵)"
,"宮下万菜香",4051639159,manaka___0918,501,566,,1,0,https://t.co/kT91Ymk1gm,"大妻","＊ミライズ一期生 ＊Matudo1 ＊CGVBT ＊owu社環1B＊"
,"なゆ",841273672342028288,nayuyu__n3139,13,18,,1,0,,"大妻","春から owu 社情 ◇大学垢◇ ゲーム アニメ 声優好きです！後、音楽も♪   仲良くしてくれると嬉しいです☺"
,ayaka,846003466266853376,s_w_u_2017,81,100,,1,0,,"昭和女","swu心理1A  No.9"
,"まどか",822040835940184064,camg165,117,256,,1,0,https://t.co/Ca5Fy1YgTz,"フェリス","(絵)ferris 英文 #春からフェリス
本垢 @doridehi"
,"すずきあい",824563299236737024,ai_beeeeeell,51,106,,1,0,,"大妻","大学垢作りました！高校は市船です(絵)春から大妻比較文化です！本垢→@ai2213_ai"
,"りえ",828556358999896064,spiii589,41,98,,1,0,,"実践","大学垢 ￤ 実践女子 生活心理専攻"
,"なつき",824523025261293569,na_tsu3m,80,140,,1,0,,"大妻","【大学垢】春➭owu 短ビジ専攻1A(絵)/久我山寮生(絵) /無言フォロー失礼します(絵)"
,"石川 りん子",806492763004891137,__riiinko41,136,252,,1,0,,"大妻","大妻女子大 コミ文 1A"
,"かすみ",2949000067,414Powdersnow,15,48,,1,0,,"実践","４月から実践女子　英文科！"
,Haruka,825926845367414785,Haruka_swu,79,113,,1,0,,"昭和女","newt→→→swu( ¨̮ )♡好きなもの→SHINee♡他にも色々♡"
,"みさ",825662001586204673,misamisamisa103,427,436,,1,0,,"白百合","春から白百合女子大学フランス語学科に入学します(o^^o)気軽にフォローしてください♪#白百合アカ"
,"h a r u",818026224500895745,ha_lu_7,398,569,,1,0,,"大妻","大学垢｜春からowu被服A(絵)｜bts ♡ seventeen"
,"ヒラノ ナツミ",2613719952,simpsons_321,584,681,,1,0,,"大妻","hg ≫ owu 1B @shinakichi9"
,"かほ",2281868179,k_oz3zo_s2_,402,777,,1,0,https://t.co/kuBw1YFbps,"大妻","+81 / 98 / tk / owu / 情デA"
,HIBIKI,2365004701,hiiiibiii,27,38,,1,0,,"清泉","春から清泉女子大＊英語英文学科！！♡⃛同じ学校の人フォローよろしくお願いします！❁1D/ARASHI/❁ kagawa"
,sumika,819940428686323718,su__ars__gene,226,363,,1,0,https://t.co/N7q1QolX6Y,"大妻","＊owu＊｜▶︎社生A◀︎｜ジャニーズ｜LDH｜ライブ｜@ArashiKazusumi(本垢)｜左｜良かったらインスタでも繋がりたいです！｜"
,"かほ《大学垢》",825107933138612230,ks1sy1kr2sr6tk,109,213,,1,0,,"大妻","#春からowu #春から大妻 #大妻女子大学 人間関係学部社会・臨床心理学専攻 / 多摩 / 久我山寮 無言多いかもなのでごめんなさい(絵) 仲良くしていただけたら嬉しいです(絵)(絵) お返事遅めだと思うのですがお許し下さい！(絵)(絵)‍♀️"
,"はずき",818276890653790208,haaaau_15,228,395,,1,0,,"フェリス","#春からフェリス 国際交流  @15hazuuuuu"
,"ナポリタン",824101497344397312,AEUIas52,20,27,,1,0,,"大妻","最近始めました よろしくお願いします        春から大妻です！"
,"りほ",4582222766,R10icj,94,158,,1,0,,"実践","明誠3年 春から実践"
,"(絵)えみり(絵)",707802128480387072,emr_v_17,143,232,,1,0,,"大妻","owu 環境情報専攻B/Kpop♡SEVENTEEN♡"
,"あやぽん",2934399931,AyaaaaAyachan,62,175,,1,0,,"実践","大学用/みんなつくってるからやってみる笑 awa⇒実践女子大 JJ 英文 韓国/k-pop大好き♡got7 beast afterschool bestie"
,"もり あおば",3185802180,aochan_exo12,388,565,,1,0,https://t.co/sqCerwHru2,"大妻","98's / Tokyo Setagaya / Korea . kashima antlers /next→春から大妻女子大 社情"
,"あつき",811520156912357377,y_atsuxx,141,270,,1,0,,"大妻","春から 大妻OWU(社情 情デ 専攻) Yamanashi(絵)Tokyo本アカ☞@AtsukiRadwimps"
,"かほ",807225180221116417,kahonuma0620,210,264,,1,0,,"大妻","owu 食専B"
,"新田 かおり",796583516913831937,enpitutoshaapen,742,828,,1,0,,"大妻","☻大学用垢 ☻ #春から大妻 無言フォロー失礼します(絵)(絵) よろしくお願いします！"
,"ゆうり",787565898366226433,ghghgdtm0425,588,686,,1,0,,"大妻","宮崎→東京   大妻女子大(絵) #OWU"
,"さら",2158363596,_sarachama1010,397,581,,1,0,https://t.co/EfL7wzQgzm,"大妻","♥ owu 英文 1B ♥"
,Hina,3152628703,hn_1134,163,192,,1,0,,"大妻","大妻/社会･臨床心理学専攻 1A(絵)甘いものと三代目が大好き(絵)"
,"(:美桜(絵)(絵)mio:)",2360847336,reomiomao,334,483,,1,0,https://t.co/jgvly72kjs,"大妻","right girl /洋楽•洋画大好き/DISNEY(絵)/劇団四季/Aladdin✨/EXILE TETSUYA/Bruno mars/maroon5/Justin bieber/chainsmokers/panic! at the disco/18/NIKE/春からowu(絵)コミ文(大学垢)→@mi3029291o"
,MAKI,3275602940,maaaaaki_16,312,365,,1,0,https://t.co/hpyufIWHOH,"大妻","seibudai → owu 短家 1B (絵)"
,mei,824122185203810304,_mmmkb,51,63,,1,0,,"大妻","owu / 英文１Ａ こっち使わないので @otkmmm20 フォローお願いします☺︎"
,mizuki,739604533827895296,nakami_1098,197,219,,1,0,https://t.co/9zPCguJU5f,"実践","jwu eco 2nd  公共生活 / 東大歌劇団 / 早稲田クラ弦  基本ROM"
,"さくらかふぇ",747368902905069570,jissensakura,379,90,,1,0,,"実践","実践女子大学さくらかふぇNew✨アカウントです☆ 桜ホール2階で活動しております。知らないって人多いのでは...？後期は10月から活動予定！みんなが食べたいもの、作って欲しいもの、じゃんじゃん募集します！アンケートご協力願います(*˙︶˙*)ﾉﾞお気軽にお声かけください♪"
,"愛 梨",1510020121,ARn_0620,382,427,,1,0,https://t.co/Igh1wGqTXF,"大妻","荒川七中 ▶▷小金高校49期 ▶▷大妻(管理栄養士専攻"
